function_id,architecture,record,runtime_address,file_offset,size,name,callers,callees,parameters,return_value,side_effects,confidence,sources,name_evidence,size_evidence,unresolved_reason
main-sparc:0x0011F7B4,SPARC-V8-BE32,5,0x0011F7B4,0x0014D7B4,0xAC,UNRESOLVED,0x0019FAF8 0x001A3098 0x001A310C,0x00137ACC 0x0013B164 0x0013C818 0x00140F14 0x0014242C 0x001653D0 0x00170118 0xA002E09C,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0xAC,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0011F860,SPARC-V8-BE32,5,0x0011F860,0x0014D860,0x8,nullsub_16,0x0019FAF8 0x001A3098 0x001A310C,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,IDA user/entry name,IDA=0x8,parameter ABI not validated; return semantics not validated
main-sparc:0x0011F868,SPARC-V8-BE32,5,0x0011F868,0x0014D868,0xE0,UNRESOLVED,0x0019FAF8 0x001A3098 0x001A310C 0x001A33D8,0x0012DFEC 0x0012E4CC 0x0012E6C4 0x0012E8CC 0x0013BF48 0x0013C014 0x0014242C 0x00155260 0x001653D0 0x001654D4 0x00165514 0x0016DBB8 0x0016DBF4,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=2,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0xE0,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0011F948,SPARC-V8-BE32,5,0x0011F948,0x0014D948,0x1C,UNRESOLVED,0x001A33D8 0x001E4838 0x001E4C38,0x00137ACC,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x1C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0011F95C,SPARC-V8-BE32,5,0x0011F95C,0x0014D95C,UNRESOLVED,UNRESOLVED,0x001E4838 0x001E4950 0x001E4C38,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,high,Ghidra|raw-sparc,stripped; no unique debug-token anchor,no analyzer established an end boundary,semantic name unavailable; no analyzer established an end boundary; parameter ABI not validated; return semantics not validated
main-sparc:0x0011F964,SPARC-V8-BE32,5,0x0011F964,0x0014D964,0x8,UNRESOLVED,0x00183DE8,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x8,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0011F96C,SPARC-V8-BE32,5,0x0011F96C,0x0014D96C,0x44,UNRESOLVED,NONE_RECOVERED,0x0012D064 0x0012D0A8,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x44,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0011F9B0,SPARC-V8-BE32,5,0x0011F9B0,0x0014D9B0,0xC0C,UNRESOLVED,0x0019C2A4 0x0019FAF8 0x001A292C 0x001A2A9C 0x001AE62C 0x001AE658,0x0012C8A0 0x0012C8E4 0x0012C96C 0x0012D064 0x0012D0A8 0x0012D13C 0x0012D298 0x0012D408 0x0012DFEC 0x0012E4CC 0x0012E6C4 0x0012E8CC 0x00136BE4 0x001372C0 0x001379AC 0x00137ACC 0x00138CF8 0x00138E00 0x0013BF48 0x0013C014 0x0013C138 0x0013C818 0x0014242C 0x001499B0 0x0014A7F8 0x0014AE8C 0x001505C4 0x001505E4 0x0015158C 0x00155260 0x00163240 0x001635AC 0x001635F4 0x0016537C 0x001653D0 0x0016AE78 0x0016AE94 0x0016BBE8 0x0016BFAC 0x0016E9A8 0xA002CFB0 0xA002E09C,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=14,store=13); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0xC0C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001205BC,SPARC-V8-BE32,5,0x001205BC,0x0014E5BC,0x8,nullsub_26,0x001A0D90,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=1); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,IDA user/entry name,IDA=0x8,parameter ABI not validated; return semantics not validated
main-sparc:0x001205E8,SPARC-V8-BE32,5,0x001205E8,0x0014E5E8,0x28,UNRESOLVED,NONE_RECOVERED,0x0015FDF8,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=2,store=1); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x28,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0012061C,SPARC-V8-BE32,5,0x0012061C,0x0014E61C,0x6C,UNRESOLVED,0x0019C2A4 0x001A4334 0x001A4498 0x001A4504 0x001A4588 0x001A46F8 0x001A47B8 0x001A4AD0 0x001A4BD0,0x0015FDF8,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=1); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x6C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00120688,SPARC-V8-BE32,5,0x00120688,0x0014E688,0x8,UNRESOLVED,0x001A47B8 0x001A4A30 0x001A4BD0,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x8,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00120690,SPARC-V8-BE32,5,0x00120690,0x0014E690,0xC,UNRESOLVED,0x001A47B8 0x001A4A30 0x001A4BD0,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0xC,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0012069C,SPARC-V8-BE32,5,0x0012069C,0x0014E69C,0x18,UNRESOLVED,0x001A4A30 0x001A4BD0,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x18,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001206B4,SPARC-V8-BE32,5,0x001206B4,0x0014E6B4,0xC,UNRESOLVED,0x001A47B8,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=0,store=1); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0xC,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001206C0,SPARC-V8-BE32,5,0x001206C0,0x0014E6C0,0xC,UNRESOLVED,0x001A47B8 0x001A4A30 0x001A4BD0,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0xC,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001206CC,SPARC-V8-BE32,5,0x001206CC,0x0014E6CC,0x18,UNRESOLVED,0x001A47B8,0x0015FA0C,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x18,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001206E4,SPARC-V8-BE32,5,0x001206E4,0x0014E6E4,0x8,UNRESOLVED,0x0018779C 0x001882AC 0x0018BE40 0x0018BEFC 0x001A1A28 0x001A2A9C,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x8,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001206F4,SPARC-V8-BE32,5,0x001206F4,0x0014E6F4,0x9C,UNRESOLVED,NONE_RECOVERED,0x00170058,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=0,store=10); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x9C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00120790,SPARC-V8-BE32,5,0x00120790,0x0014E790,0xE8,UNRESOLVED,0x0018B2D4,0x00117B48 0x00170058 0x001B5CE4,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=0,store=10); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0xE8,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00120878,SPARC-V8-BE32,5,0x00120878,0x0014E878,0x24,UNRESOLVED,0x0018B2D4 0x0018B2E4,0x001B5CE4,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x24,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0012089C,SPARC-V8-BE32,5,0x0012089C,0x0014E89C,0x98,UNRESOLVED,0x0018B2C4 0x0018BFC0 0x0018C03C 0x001A2668 0x001E46A4,0x00124804 0x0016FFA4 0x001B5CE4,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x98,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0012092C,SPARC-V8-BE32,5,0x0012092C,0x0014E92C,UNRESOLVED,UNRESOLVED,0x001A2668,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,medium,Ghidra|raw-sparc,stripped; no unique debug-token anchor,no analyzer established an end boundary,semantic name unavailable; no analyzer established an end boundary; parameter ABI not validated; return semantics not validated
main-sparc:0x00120934,SPARC-V8-BE32,5,0x00120934,0x0014E934,0x14,UNRESOLVED,0x00183F58,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x14,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00120948,SPARC-V8-BE32,5,0x00120948,0x0014E948,0x1C,UNRESOLVED,0x001A2964 0x001A2998,0x0016CCAC 0x00170318,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x1C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00120B40,SPARC-V8-BE32,5,0x00120B40,0x0014EB40,0x4C,UNRESOLVED,0x00197E94 0x00198D38,0x00163240 0x001632A4 0x001632CC,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x4C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00120B58,SPARC-V8-BE32,5,0x00120B58,0x0014EB58,UNRESOLVED,UNRESOLVED,0x00198D38,0x001632A4 0x001632CC,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,high,Ghidra|raw-sparc,stripped; no unique debug-token anchor,no analyzer established an end boundary,semantic name unavailable; no analyzer established an end boundary; parameter ABI not validated; return semantics not validated
main-sparc:0x00120B8C,SPARC-V8-BE32,5,0x00120B8C,0x0014EB8C,0x8,UNRESOLVED,0x001A974C 0x001A9794,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x8,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00120B9C,SPARC-V8-BE32,5,0x00120B9C,0x0014EB9C,0x24,UNRESOLVED,0x00198D38 0x001AB790,0x0012E884,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x24,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00120BC0,SPARC-V8-BE32,5,0x00120BC0,0x0014EBC0,0x490,SecHalScaler_SetSaturation,0x001981C8 0x00198D38 0x0019A710 0x001A951C 0x001A95A0 0x001A9730 0x001A974C 0x001A975C 0x001AD010,0x00123838 0x00127854 0x0012DFEC 0x0012E6C4 0x0012EA34 0x001379AC 0x00182FF8 0x0018319C 0x001AA52C 0x001B5CE4 0x001E5D20 0x001E5F08 0x001E6130 0x001E6280 0x001E659C 0x001E6DD0,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=2,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,debug-string-anchor:0x001F8538,IDA=0x490,parameter ABI not validated; return semantics not validated
main-sparc:0x00121050,SPARC-V8-BE32,5,0x00121050,0x0014F050,0x64,UNRESOLVED,0x00198D38 0x001A98EC,0x001226CC 0x00173748,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x64,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001210B4,SPARC-V8-BE32,5,0x001210B4,0x0014F0B4,0x1D4,UNRESOLVED,0x00197E94 0x00198D38 0x001AD010,0x0011D9B0 0x001226CC 0x00136290 0x00155444 0x0016A298 0x0016B534 0x00173748 0x001834BC 0x001ACE94,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x1D4,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00121288,SPARC-V8-BE32,5,0x00121288,0x0014F288,0x54,UNRESOLVED,0x00198D38 0x001ACE94,0x001226CC 0x00173748,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x54,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001212DC,SPARC-V8-BE32,5,0x001212DC,0x0014F2DC,0x4C,UNRESOLVED,0x00197E94 0x00198D38 0x001A98EC 0x001A98FC,0x0011D9B0 0x001226CC 0x0016DBB8 0x0016DBF4,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x4C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00121328,SPARC-V8-BE32,5,0x00121328,0x0014F328,0x1BC,SecHalScaler_SetSharpness,0x00197E94 0x00198D38 0x001A951C 0x001A9538,0x00127854 0x0012D0A8 0x001AA52C 0x001B5CE4,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=3,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,debug-string-anchor:0x001F8558,IDA=0x1BC,parameter ABI not validated; return semantics not validated
main-sparc:0x001214E4,SPARC-V8-BE32,5,0x001214E4,0x0014F4E4,0x8,nullsub_21,0x00197E94 0x00198D38 0x001A8EA0 0x001A8F3C 0x001A8FD8 0x001A9074 0x001A9114 0x001A92BC 0x001A9358 0x001A951C 0x001A95BC,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,IDA user/entry name,IDA=0x8,parameter ABI not validated; return semantics not validated
main-sparc:0x001214EC,SPARC-V8-BE32,5,0x001214EC,0x0014F4EC,0x8,nullsub_39,0x00197E94 0x00198D38,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,IDA user/entry name,IDA=0x8,parameter ABI not validated; return semantics not validated
main-sparc:0x001214F4,SPARC-V8-BE32,5,0x001214F4,0x0014F4F4,0x84,UNRESOLVED,0x001A8EA0 0x001A8F3C 0x001A8FD8 0x001A9074 0x001A9114 0x001A92BC 0x001A9358 0x001A951C 0x001A95BC,0x0011D9B0 0x001226CC 0x0012DFEC 0x0012E9C4 0x0012E9DC 0x0012E9F4 0x0016B534,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x84,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00121578,SPARC-V8-BE32,5,0x00121578,0x0014F578,0x88,UNRESOLVED,0x00197E94 0x00198D38 0x001A8EA0 0x001A8F3C 0x001A8FD8 0x001A9074 0x001A9114 0x001A92BC 0x001A9358 0x001A951C 0x001A95BC,0x0011D9B0 0x001226CC 0x0012DFEC 0x00163D44 0x0016B534,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x88,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00121600,SPARC-V8-BE32,5,0x00121600,0x0014F600,0x7C,UNRESOLVED,0x00197E94 0x00198D38 0x001A8EA0 0x001A8F3C 0x001A8FD8 0x001A9074 0x001A9114 0x001A92BC 0x001A9358 0x001A951C 0x001A95BC,0x0011D9B0 0x001226CC 0x0012DFEC 0x00163D88 0x0016B534,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x7C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0012167C,SPARC-V8-BE32,5,0x0012167C,0x0014F67C,0x14,UNRESOLVED,0x00198D38,0x00173774,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x14,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00121690,SPARC-V8-BE32,5,0x00121690,0x0014F690,0x18,UNRESOLVED,0x00197E94 0x00198D38,0x00170664,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x18,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001216A8,SPARC-V8-BE32,5,0x001216A8,0x0014F6A8,0x14,UNRESOLVED,0x00197E94 0x00198D38 0x001A9A00,0x0012BF84,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x14,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001216BC,SPARC-V8-BE32,5,0x001216BC,0x0014F6BC,0x24,UNRESOLVED,0x00197E94 0x00198D38 0x001A9A00,0x0012B58C,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x24,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001216E0,SPARC-V8-BE32,5,0x001216E0,0x0014F6E0,0x1C,UNRESOLVED,0x0019A710 0x001A951C 0x001A9554 0x001A98EC 0x001A991C 0x001AD1A8,0x0016331C,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x1C,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001216F4,SPARC-V8-BE32,5,0x001216F4,0x0014F6F4,UNRESOLVED,UNRESOLVED,0x001AD1A8,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,low,Ghidra|raw-sparc,stripped; no unique debug-token anchor,no analyzer established an end boundary,semantic name unavailable; no analyzer established an end boundary; parameter ABI not validated; return semantics not validated
main-sparc:0x00121704,SPARC-V8-BE32,5,0x00121704,0x0014F704,0x64,UNRESOLVED,0x001A9A00,0x0011D9B0 0x001226CC 0x0016F03C 0x00182028,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x64,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00121768,SPARC-V8-BE32,5,0x00121768,0x0014F768,0x64,UNRESOLVED,0x001A9A00,0x0011D9B0 0x001226CC 0x0016F0E4 0x00182028,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x64,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001217CC,SPARC-V8-BE32,5,0x001217CC,0x0014F7CC,0x10,UNRESOLVED,0x00197E94 0x00198D38 0x001A3A18 0x001AD510,0x00173788,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x10,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001217DC,SPARC-V8-BE32,5,0x001217DC,0x0014F7DC,0x20,UNRESOLVED,0x00198D38 0x001A3A18 0x001ADA88,0x00123EAC 0x00173798,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x20,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x0012180C,SPARC-V8-BE32,5,0x0012180C,0x0014F80C,0x88,UNRESOLVED,NONE_RECOVERED,0x0013DDEC 0x0018CDB8,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x88,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00121894,SPARC-V8-BE32,5,0x00121894,0x0014F894,0x14,UNRESOLVED,0x00198D38 0x001A3A18,0x001737A8,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x14,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x001218A8,SPARC-V8-BE32,5,0x001218A8,0x0014F8A8,0x328,SecHalScaler_SetPreRevGamma,0x001AD510,0x00127854 0x0013DE08 0x0013DE34 0x0013DE48 0x0013DE64 0x0013DE80 0x0013DECC 0x0013DEE8 0x0013DF04 0x0013DF20 0x00164FAC 0x0016F18C 0x001AA52C 0x001B5CE4,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=8,store=0); see function_memory_effects.csv",ida-defined,Ghidra|IDA|raw-sparc,debug-string-anchor:0x001F8578,IDA=0x328,parameter ABI not validated; return semantics not validated
main-sparc:0x00121BD0,SPARC-V8-BE32,5,0x00121BD0,0x0014FBD0,0x8,nullsub_17,0x00198D38 0x001A77B8,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,IDA user/entry name,IDA=0x8,parameter ABI not validated; return semantics not validated
main-sparc:0x00121BD8,SPARC-V8-BE32,5,0x00121BD8,0x0014FBD8,0xD4,UNRESOLVED,0x00176E50 0x00197E94 0x00198D38 0x001A77B8,0x0012355C 0x001469FC 0x00146FD8 0x00147264 0x00147470 0x001475D8 0x00147718 0x001479F8 0x00180B90 0x00182028,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0xD4,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00121CAC,SPARC-V8-BE32,5,0x00121CAC,0x0014FCAC,0x38,UNRESOLVED,0x00197E94 0x00198D38,0x0012F15C,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x38,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00121CC8,SPARC-V8-BE32,5,0x00121CC8,0x0014FCC8,UNRESOLVED,UNRESOLVED,0x00198D38,0x0012F15C,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,low,raw-sparc,stripped; no unique debug-token anchor,no analyzer established an end boundary,semantic name unavailable; no analyzer established an end boundary; parameter ABI not validated; return semantics not validated
main-sparc:0x00121CE4,SPARC-V8-BE32,5,0x00121CE4,0x0014FCE4,0x30,UNRESOLVED,0x00198D38 0x001A7D00,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x30,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00121D14,SPARC-V8-BE32,5,0x00121D14,0x0014FD14,0x28,UNRESOLVED,0x00198D38 0x001A7FE0,0x0012F15C,UNRESOLVED,UNRESOLVED,NONE_RECOVERED; MMIO/runtime effects may remain unresolved,ida-defined,Ghidra|IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0x28,semantic name unavailable; parameter ABI not validated; return semantics not validated
main-sparc:0x00121D30,SPARC-V8-BE32,5,0x00121D30,0x0014FD30,UNRESOLVED,UNRESOLVED,0x00198D38,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=0); see function_memory_effects.csv",low,raw-sparc,stripped; no unique debug-token anchor,no analyzer established an end boundary,semantic name unavailable; no analyzer established an end boundary; parameter ABI not validated; return semantics not validated
main-sparc:0x00121D3C,SPARC-V8-BE32,5,0x00121D3C,0x0014FD3C,0xC,UNRESOLVED,0x00198D38,NONE_RECOVERED,UNRESOLVED,UNRESOLVED,"MEMORY_REFS(load=1,store=0); see function_memory_effects.csv",ida-defined,IDA|raw-sparc,stripped; no unique debug-token anchor,IDA=0xC,semantic name unavailable; parameter ABI not validated; return semantics not validated
